event,gender,place,athlete,year,team,result,converted,meet,meet_date
60 Meters,m,1,"Ekevwo, Raymond",SR-4,Florida,6.53,False,Razorback Invitational,2020-01-31
60 Meters,m,2,"Wells, Emmanuel",SR-4,Washington St.,6.55,False,2020 MPSF Indoor Track & Field Championships,2020-02-28
60 Meters,m,3,"Chambers, Raheem",SR-4,Miami (Fla.),6.57,False,Vanderbilt Invitational,2020-01-17
60 Meters,m,4,"Charleston, Cravont",SR-4,North Carolina St.,6.58,False,ACC Indoor Championships,2020-02-27
60 Meters,m,4,"Stewart, Brendon",SO-2,USC,6.58,False,Tiger Paw Invitational,2020-02-14
60 Meters,m,4,"Williams, Waseem",JR-3,Purdue,6.58,False,Big Ten Indoor Track and Field Championships,2020-02-28
60 Meters,f,1,"Alfred, Julien",SO-2,Texas,7.12,True,"Dr. Martin Luther King, Jr. Collegiate Invitational",2020-01-24
60 Meters,f,2,"Sturgis , Cambrea",SO-2,N. Carolina A&T,7.15,False,2020 Jim Green Invitational,2020-01-10
60 Meters,f,3,"Terry, Twanisha",JR-3,USC,7.17,True,"Dr. Martin Luther King, Jr. Collegiate Invitational",2020-01-24
60 Meters,f,3,"Seymour, Ka'Tia",JR-3,Florida State,7.17,False,ACC Indoor Championships,2020-02-27
60 Meters,f,3,"Francis, Chelsea",SR-4,SMU,7.17,False,Houston G5-Super 22 Invitational,2020-01-31
60 Meters,f,3,"Kirkland, Jayla",JR-3,Florida State,7.17,False,2020 Clemson Orange & Purple Elite,2020-01-11
200 Meters,m,1,"Laird, Terrance",JR-3,LSU,20.43,False,Tyson Invitational,2020-02-14
200 Meters,m,2,"Harris, Micaiah",JR-3,Texas,20.49,False,Razorback Invitational,2020-01-31
200 Meters,m,3,"Jackson, Langston",FR-1,Kentucky,20.65,True,2020 New Mexico Collegiate Classic,2020-02-07
200 Meters,m,4,"Boling, Matthew",FR-1,Georgia,20.66,False,Tyson Invitational,2020-02-14
200 Meters,m,5,"Bartley , Karayme",SR-4,Texas Tech,20.68,True,Texas Tech Matador Qualifier,2020-02-21
200 Meters,f,1,"Steiner, Abby",SO-2,Kentucky,22.57,False,SEC Indoor Championships,2020-02-28
200 Meters,f,2,"Battle, Anavia",JR-3,Ohio State,22.66,False,Tiger Paw Invitational,2020-02-14
