event,gender,place,athlete,year,team,result,converted,meet,meet_date
60 Meters,m,1,"Teeters, John",JR-3,Oklahoma State,6.52,False,Tyson Invitational,2015-02-13
60 Meters,m,2,"Bromell, Trayvon",SO-2,Baylor,6.54,False,2015 Rod McCravy Memorial Track & Field Meet,2015-01-23
60 Meters,m,3,"Miller, Jalen",SO-2,Mississippi,6.55,False,2015 Armory Track Invitational,2015-01-30
60 Meters,m,4,"Williams, Kendal",FR-1,Florida State,6.56,False,ACC Indoor Track and Field Championships,2015-02-26
60 Meters,m,4,"Hester, Tevin",JR-3,Clemson,6.56,False,ACC Indoor Track and Field Championships,2015-02-26
60 Meters,f,1,"Burchell, Remona",SR-4,Alabama,7.08,False,2015 SEC Indoor  Track and Field Championships,2015-02-27
60 Meters,f,2,"Todd, Jasmine",SO-2,Oregon,7.15,False,2015 UW Indoor Preview,2015-01-17
60 Meters,f,3,"Bryant, Dezerea",SR-4,Kentucky,7.18,False,2015 Kentucky Track and Field Invitational,2015-01-16
60 Meters,f,3,"Westbrook, Ky",FR-1,USC,7.18,False,2015 UW Indoor Preview,2015-01-17
60 Meters,f,5,"Prandini, Jenna",JR-3,Oregon,7.19,True,Don Kirby Open & Elite,2015-02-13
200 Meters,m,1,"Hart, Shavez",SR-4,Texas A&M,20.57,False,Texas A&M Aggie Invitational,2015-02-06
200 Meters,m,2,"Ernest, Aaron",SR-4,LSU,20.67,False,2015 SEC Indoor  Track and Field Championships,2015-02-27
200 Meters,m,3,"Bromell, Trayvon",SO-2,Baylor,20.69,False,Tyson Invitational,2015-02-13
200 Meters,m,3,"Rodney, Brendon",JR-3,LIU Brooklyn,20.69,False,BU David Hemery Valentine Invitaional,2015-02-13
200 Meters,m,5,"Watts, Sam",JR-3,TCU,20.70,False,Tyson Invitational,2015-02-13
200 Meters,f,1,"Jefferson, Kyra",JR-3,Florida,22.81,False,Tyson Invitational,2015-02-13
200 Meters,f,2,"Prandini, Jenna",JR-3,Oregon,22.94,True,Don Kirby Open & Elite,2015-02-13
200 Meters,f,3,"Brown, Kamaria",SR-4,Texas A&M,22.97,False,Tyson Invitational,2015-02-13
200 Meters,f,4,"White, Cierra",SR-4,Texas Tech,22.98,False,Big 12 Indoor Track & Field Championships,2015-02-27
200 Meters,f,5,"Bryant, Dezerea",SR-4,Kentucky,23.02,False,2015 SEC Indoor  Track and Field Championships,2015-02-27
400 Meters,m,1,"Glass, Najee",JR-3,Florida,45.34,False,Razorback Invitational,2015-01-30
400 Meters,m,2,"Lendore, Deon",SR-4,Texas A&M,45.38,False,Tyson Invitational,2015-02-13
