event,gender,place,athlete,year,team,result,converted,meet,meet_date
100 Meters,m,1,"Bacon, Jaylen",SR-4,Arkansas State,9.99,False,Sun Belt Outdoor Track and Field Championships,2018-05-11
100 Meters,m,1,"Williams, Kendal",JR-3,Georgia,9.99,False,SEC Outdoor Track and Field Championships,2018-05-11
100 Meters,m,3,"Mitchell, Jaylan",SO-2,N. Carolina A&T,10.00,False,NCAT Aggie Invitational,2018-04-13
100 Meters,m,4,"Larkins, Micah",JR-3,Northwestern St.,10.02,False,Home Depot Clyde Littlefield Texas Relays,2018-03-28
100 Meters,m,5,"Ewers, Andre",JR-3,Florida State,10.04,False,Home Depot Clyde Littlefield Texas Relays,2018-03-28
100 Meters,f,1,"Hobbs, Aleia",SR-4,LSU,10.86,False,Home Depot Clyde Littlefield Texas Relays,2018-03-28
100 Meters,f,2,"Terry, Twanisha",FR-1,USC,10.96,False,2018 Pac-12 Track & Field Championships,2018-05-12
100 Meters,f,3,"Johnson, Kortnei",JR-3,LSU,10.97,False,Home Depot Clyde Littlefield Texas Relays,2018-03-28
100 Meters,f,4,"Henderson, Ashley",JR-3,San Diego St.,10.98,False,2018 Desert Heat Classic,2018-04-28
100 Meters,f,4,"Hill, Deanna",SR-4,USC,10.98,False,USC Power 5 Challenge,2018-03-23
200 Meters,m,1,"Norman, Michael",SO-2,USC,19.84,False,2018 Pac-12 Track & Field Championships,2018-05-12
200 Meters,m,2,"Ewers, Andre",JR-3,Florida State,19.98,False,ACC Outdoor Championships,2018-05-10
200 Meters,m,3,"Titi, Ncincilili",SR-4,South Carolina,20.00,False,USC Open,2018-04-21
200 Meters,m,4,"Hall, Elijah",SR-4,Houston,20.11,False,Home Depot Clyde Littlefield Texas Relays,2018-03-28
200 Meters,m,5,"Oduduru, Divine",SO-2,Texas Tech,20.13,False,Big 12 Conference Outdoor Track and Field Championships,2018-05-11
200 Meters,f,1,"Irby, Lynna",FR-1,Georgia,22.25,False,SEC Outdoor Track and Field Championships,2018-05-11
200 Meters,f,2,"Thomas, Gabrielle",JR-3,Harvard,22.32,False,Miami Hurricane Alumni Invitational,2018-04-06
200 Meters,f,3,"Dunmore, Makenzie",SO-2,Oregon,22.37,False,2018 Pac-12 Track & Field Championships,2018-05-12
200 Meters,f,4,"McLaughlin, Sydney",FR-1,Kentucky,22.39,False,Florida Relays,2018-03-29
200 Meters,f,5,"Collins, Shania",SR-4,Tennessee,22.40,False,SEC Outdoor Track and Field Championships,2018-05-11
400 Meters,m,1,"Allen, Nathon",SO-2,Auburn,44.28,False,SEC Outdoor Track and Field Championships,2018-05-11
400 Meters,m,2,"Strother, Nathan",SR-4,Tennessee,44.34,False,SEC Outdoor Track and Field Championships,2018-05-11
400 Meters,m,3,"Norman, Michael",SO-2,USC,44.40,False,2018 Pac-12 Track & Field Championships,2018-05-12
400 Meters,m,4,"London, Wil",JR-3,Baylor,44.73,False,Michael Johnson Invitational,2018-04-21
400 Meters,m,5,"Benjamin, Rai",JR-3,USC,44.74,False,Mt. SAC Relays,2018-04-19
400 Meters,f,1,"Ellis, Kendall",SR-4,USC,49.99,False,2018 Pac-12 Track & Field Championships,2018-05-12
400 Meters,f,2,"McLaughlin, Sydney",FR-1,Kentucky,50.07,False,Florida Relays,2018-03-29
400 Meters,f,3,"Dunmore, Makenzie",SO-2,Oregon,50.63,False,2018 Pac-12 Track & Field Championships,2018-05-12
400 Meters,f,4,"Barnett, Sharrika",JR-3,Florida,50.69,False,SEC Outdoor Track and Field Championships,2018-05-11
400 Meters,f,5,"Irby, Lynna",FR-1,Georgia,50.95,False,Mt. SAC Relays,2018-04-19
800 Meters,m,1,"Saruni, Michael",SO-2,UTEP,1:43.25,False,2018 Desert Heat Classic,2018-04-28
800 Meters,m,2,"Harris, Isaiah",JR-3,Penn State,1:45.31,False,Big Ten Championships,2018-05-11
800 Meters,m,3,"Dixon, Devin",SO-2,Texas A&M,1:45.62,False,LSU Invitational,2018-04-28
