event,gender,place,athlete,year,team,result,converted,meet,meet_date
60 Meters,m,1,"Ajayi, Kanyinsola",JR-3,Auburn,6.45,False,2026 SEC Indoor Track and Field Championships,2026-02-26
60 Meters,m,2,"Snow, Malachi",JR-3,Texas Tech,6.48,True,Big 12 Championships,2026-02-27
60 Meters,m,3,"Folson, Traunard",JR-3,Tennessee,6.49,False,Clemson Invite,2026-01-10
60 Meters,m,3,"Howell, Davonte",JR-3,Tennessee,6.49,False,Clemson Invite,2026-01-10
60 Meters,m,5,"Lawyer, Mason",SR-4,Arizona,6.51,True,Big 12 Championships,2026-02-27
60 Meters,f,1,"Cameron, Victoria",SO-2,Tarleton State,7.08,False,2026 WAC Indoor Track and Field Championships,2026-02-27
60 Meters,f,1,"Burnett, Alicia",SR-4,Ole Miss,7.08,False,2026 SEC Indoor Track and Field Championships,2026-02-26
60 Meters,f,3,"Walker, Shenese",SR-4,Florida State,7.09,False,Razorback Invitational,2026-01-30
60 Meters,f,4,"Hodge, Adaejah",FR-1,Georgia,7.13,False,Tiger Paw Invitational,2026-02-13
60 Meters,f,5,"Ufodiama, Kelly",SO-2,East Carolina,7.14,False,2026 Rod McCravy Memorial Track & Field,2026-01-09
60 Meters,f,5,"Holmes, Sharmelle",SO-2,Kentucky,7.14,False,2026 SEC Indoor Track and Field Championships,2026-02-26
200 Meters,m,1,"Kaalund, Garrett",SR-4,USC,20.06,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
200 Meters,m,2,"Watkins, Jelani",SO-2,Arkansas,20.28,False,2026 SEC Indoor Track and Field Championships,2026-02-26
200 Meters,m,3,"McCoy, Wanya",SR-4,Florida,20.31,False,2026 SEC Indoor Track and Field Championships,2026-02-26
200 Meters,m,4,"Banks, Trelee",SR-4,Indiana,20.37,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
200 Meters,m,5,"Robinson, Auhmad",SR-4,Texas A&M,20.40,True,Don Kirby Elite Invitational 2026,2026-02-13
200 Meters,f,1,"Hodge, Adaejah",FR-1,Georgia,22.32,False,2026 SEC Indoor Track and Field Championships,2026-02-26
200 Meters,f,2,"Mayberry, Indya",SO-2,TCU,22.57,True,Big 12 Championships,2026-02-27
200 Meters,f,3,"Ford, JaMeesia",JR-3,South Carolina,22.58,False,2026 SEC Indoor Track and Field Championships,2026-02-26
200 Meters,f,4,"Kelley, Tiriah",SR-4,Baylor,22.60,True,Jarvis Scott Invitational,2026-02-13
200 Meters,f,5,"Dickson, Camryn",SR-4,Texas A&M,22.62,False,Charlie Thomas Invitational,2026-02-06
400 Meters,m,1,"Simms, Jonathan",FR-1,Georgia,44.62,False,Clemson Invite,2026-01-10
400 Meters,m,2,"Ogazi, Samuel",JR-3,Alabama,44.72,False,2026 SEC Indoor Track and Field Championships,2026-02-26
400 Meters,m,3,"Pierre, Jordan",JR-3,Arkansas,45.06,False,2026 SEC Indoor Track and Field Championships,2026-02-26
400 Meters,m,4,"Braun, Justin",JR-3,Florida,45.30,False,2026 SEC Indoor Track and Field Championships,2026-02-26
400 Meters,m,5,"Palermo, Jake",SO-2,Penn State,45.33,False,Tyson Invitational,2026-02-13
400 Meters,f,1,"Whyte, Madison",JR-3,USC,50.93,True,New Mexico Collegiate Classic 2026,2026-02-06
400 Meters,f,2,"Onojuvwevwo, Ella",SR-4,LSU,50.96,False,2026 SEC Indoor Track and Field Championships,2026-02-26
400 Meters,f,3,"Oakley, Dejanea",SR-4,Georgia,51.11,False,Razorback Invitational,2026-01-30
400 Meters,f,4,"Akins, Zaya",JR-3,South Carolina,51.15,False,Orange & Purple Invite,2026-01-22
400 Meters,f,5,"Foote, Shaquena",SR-4,Georgia,51.27,False,Tiger Paw Invitational,2026-02-13
800 Meters,m,1,"Sahlman, Colin",SR-4,Northern Arizona,1:44.70,False,118th Millrose Games,2026-02-01
800 Meters,m,2,"Roban, Handal",JR-3,Penn State,1:44.73,False,ASICS Sound Invite,2026-02-14
800 Meters,m,3,"Matsatsa, Tinoda",JR-3,Georgetown,1:45.12,False,Penn State National Open,2026-01-30
800 Meters,m,4,"Clay, Allon",SR-4,Penn State,1:45.17,False,Penn State National Open,2026-01-30
800 Meters,m,5,"Marshall, Rivaldo",SR-4,Arkansas,1:45.62,False,Arkansas Qualifier,2026-02-20
800 Meters,f,1,"Chepngetich, Gladys",JR-3,Clemson,1:58.81,False,BU John Thomas Terrier Classic (Collegiate),2026-01-31
800 Meters,f,2,"Kitching, Hayley",SR-4,Penn State,1:59.22,False,2026 Husky Classic,2026-02-13
800 Meters,f,3,"Longisa, Rosemary",SO-2,Washington St.,1:59.71,False,2026 Husky Classic,2026-02-13
800 Meters,f,4,"Jallow-Lockhart, Sanu",JR-3,Arkansas,1:59.76,False,Tyson Invitational,2026-02-13
800 Meters,f,4,"Whittaker, Juliette",SR-4,Stanford,1:59.76,False,2026 Husky Classic,2026-02-13
Mile,m,1,"Givens, Isaiah",JR-3,Colorado,3:51.73,True,Potts Invitational,2026-01-16
Mile,m,2,"Couttie, George",JR-3,Virginia Tech,3:52.02,False,ASICS Sound Invite,2026-02-14
Mile,m,3,"Sahlman, Colin",SR-4,Northern Arizona,3:52.30,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
Mile,m,4,"Cook, Elliott",SR-4,Oregon,3:52.32,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
Mile,m,5,"Reina Jr, Reuben",SR-4,Washington,3:52.37,False,2026 UW Invite/Mile City,2026-01-30
Mile,f,1,"Jepkirui, Billah",JR-3,Oklahoma State,4:20.34,True,Big 12 Championships,2026-02-27
Mile,f,2,"Chamberlain, Riley",SR-4,BYU,4:20.61,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
Mile,f,3,"Nielsen, Wilma",SR-4,Oregon,4:21.04,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
Mile,f,4,"Hedengren, Jane",FR-1,BYU,4:21.26,True,Big 12 Championships,2026-02-27
Mile,f,5,"Engelhardt, Sadie",FR-1,NC State,4:23.84,False,ASICS Sound Invite,2026-02-14
3000 Meters,m,1,"Langon, Marco",JR-3,Villanova,7:34.00,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
3000 Meters,m,2,"Sands, Colton",SR-4,North Carolina,7:34.05,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
3000 Meters,m,3,"Kitchen, Tayvon",FR-1,BYU,7:36.23,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
3000 Meters,m,4,"Sahlman, Colin",SR-4,Northern Arizona,7:36.71,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
3000 Meters,m,5,"Couttie, George",JR-3,Virginia Tech,7:36.74,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
3000 Meters,f,1,"Lemngole, Doris",JR-3,Alabama,8:31.39,False,118th Millrose Games,2026-02-01
3000 Meters,f,2,"Hedengren, Jane",FR-1,BYU,8:34.98,False,118th Millrose Games,2026-02-01
3000 Meters,f,3,"Elbadra, Salma",JR-3,South Carolina,8:41.76,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
3000 Meters,f,4,"Ayyildiz, Silan",SR-4,Oregon,8:42.66,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
3000 Meters,f,5,"Sjoberg, Vera",SR-4,North Carolina,8:43.06,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,m,1,"Samuel, Habtom",JR-3,New Mexico,13:05.21,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,m,1,"Langon, Marco",JR-3,Villanova,13:05.21,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,m,3,"Martin, Gary",SR-4,Virginia,13:05.57,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,m,4,"Kipngetich, Denis",JR-3,Oklahoma State,13:12.91,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,m,5,"Cheruiyot, Kelvin",FR-1,Florida,13:15.57,False,2026 Husky Classic,2026-02-13
5000 Meters,f,1,"Hedengren, Jane",FR-1,BYU,14:44.79,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,f,2,"Lemngole, Doris",JR-3,Alabama,14:51.21,False,BU David Hemery Valentine Invitational (Collegiate),2026-02-13
5000 Meters,f,3,"Chamberlain, Riley",SR-4,BYU,14:58.97,False,BU Sharon Colyear-Danville Season Opener (Collegiate),2025-12-06
5000 Meters,f,4,"Vaught, Sydney",SR-4,Arkansas,15:02.52,False,2026 SEC Indoor Track and Field Championships,2026-02-26
5000 Meters,f,5,"Chelulei, Edna",SO-2,Eastern Kentucky,15:05.16,False,2026 Husky Classic,2026-02-13
60 Hurdles,m,1,"Franklin, Bradley",SO-2,Samford,7.41,False,Southern Conference Indoor Track and Field Championships 202,2026-02-27
60 Hurdles,m,2,"Snow, Malachi",JR-3,Texas Tech,7.45,True,Big 12 Championships,2026-02-27
60 Hurdles,m,3,"Tharp, Ja'Kobe",JR-3,Auburn,7.46,False,Tiger Paw Invitational,2026-02-13
60 Hurdles,m,3,"Scott, Ja'Qualon",SR-4,Texas A&M,7.46,False,2026 SEC Indoor Track and Field Championships,2026-02-26
60 Hurdles,m,3,"Smallwood, Kendrick",SR-4,Texas,7.46,False,2026 SEC Indoor Track and Field Championships,2026-02-26
60 Hurdles,f,1,"Scales, Emmi",JR-3,Kentucky,7.83,False,Tiger Paw Invitational,2026-02-13
60 Hurdles,f,2,"McCormick, Aaliyah",SR-4,Oregon,7.89,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
60 Hurdles,f,3,"Nembhard, Danae",SR-4,Auburn,7.91,False,2026 SEC Indoor Track and Field Championships,2026-02-26
60 Hurdles,f,3,"Torian, Ana-Liese",JR-3,Auburn,7.91,False,2026 SEC Indoor Track and Field Championships,2026-02-26
60 Hurdles,f,5,"Forbes, Tonie-Ann",JR-3,Texas Tech,7.93,True,Big 12 Championships,2026-02-27
High Jump,m,1,"Jack, Kimani",JR-3,Georgia,2.28m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
High Jump,m,2,"Washington, Kyren",JR-3,Oklahoma,2.25m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
High Jump,m,2,"Ritz, Tyson",JR-3,Oklahoma,2.25m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
High Jump,m,2,"Loudermilk, Devin",SR-4,Kansas State,2.25m,False,Big 12 Championships,2026-02-27
High Jump,m,2,"Hanna, Alan",FR-1,Kansas State,2.25m,False,K-State Thane Baker Invitational,2026-01-16
High Jump,f,1,"Adeshina, Temitope",JR-3,Texas Tech,1.97m,False,Razorback Invitational,2026-01-30
High Jump,f,2,"Yeboah, Rose",SR-4,Illinois,1.94m,False,Razorback Invitational,2026-01-30
High Jump,f,3,"Enoe, Sharie",SR-4,Kansas State,1.93m,False,Big 12 Championships,2026-02-27
High Jump,f,4,"Gates, Emma",SR-4,Arizona,1.91m,False,Dr. Martin Luther King Jr Invitational 2026,2026-01-23
High Jump,f,4,"Jones, Alyssa",SR-4,Stanford,1.91m,False,2026 UW Preview,2026-01-16
Pole Vault,m,1,"Rhoads, James",SR-4,Washington,5.82m,False,2026 UW Preview,2026-01-16
Pole Vault,m,2,"Wicker, Dyson",SO-2,Nebraska,5.79m,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Pole Vault,m,3,"Sawaneh, Ismaila",JR-3,Tennessee,5.78m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Pole Vault,m,4,"Gray, Cade",SR-4,Tennessee,5.73m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Pole Vault,m,5,"Barkdull, Ashton",JR-3,Kansas,5.71m,False,K-State Thane Baker Invitational,2026-01-16
Pole Vault,m,5,"Solovev, Aleksandr",SR-4,Texas A&M,5.71m,False,Don Kirby Elite Invitational 2026,2026-02-13
Pole Vault,f,1,"Moll, Hana",JR-3,Washington,4.88m,False,2026 UW Invite/Mile City,2026-01-30
Pole Vault,f,2,"Mulla, Marleen",SR-4,South Dakota,4.63m,False,Nebraska Tune-Up,2026-02-20
Pole Vault,f,3,"Willis, Anna",SO-2,South Dakota,4.60m,False,Tyson Invitational,2026-02-13
Pole Vault,f,4,"Haywood, Molly",JR-3,Baylor,4.57m,False,Ted Nelson Invitational,2026-01-23
Pole Vault,f,5,"Tutton, Gemma",JR-3,Duke,4.52m,False,ASICS Last Chance Invitational,2026-02-21
Long Jump,m,1,"Stringfellow, Kennedy",JR-3,Oklahoma,8.29m,False,Owen Hewett Invitational 2026,2026-01-16
Long Jump,m,2,"Foster, Greg",SR-4,Princeton,8.24m,False,Ivy League Heptagonal Indoor Track and Field Championships,2026-02-28
Long Jump,m,3,"Fillmore, DJ",JR-3,Ohio State,8.23m,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Long Jump,m,4,"Daniel, Kelsey",SR-4,Texas,8.21m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Long Jump,m,5,"Turner, Jordan",SR-4,LSU,8.11m,False,Tyson Invitational,2026-02-13
Long Jump,m,5,"Masikane, Temoso",FR-1,Florida,8.11m,False,Tyson Invitational,2026-02-13
Long Jump,f,1,"Beckmon, Sophia",JR-3,Illinois,6.85m,False,Razorback Invitational,2026-01-30
Long Jump,f,2,"Ochonogor, Prestina",SO-2,Tarleton State,6.69m,False,Tyson Invitational,2026-02-13
Long Jump,f,3,"Jones, Alyssa",SR-4,Stanford,6.64m,False,New Mexico Collegiate Classic 2026,2026-02-06
Long Jump,f,4,"Ndudi, Elizabeth",JR-3,Illinois,6.63m,False,Razorback Invitational,2026-01-30
Long Jump,f,5,"Zeffou-Poaty, Maud",JR-3,Kansas State,6.62m,False,Big 12 Championships,2026-02-27
Triple Jump,m,1,"Seremes, Jonathan",JR-3,Texas Tech,16.96m,False,Big 12 Championships,2026-02-27
Triple Jump,m,2,"Green Jr, Brandon",SR-4,Oklahoma,16.81m,False,K-State DeLoss Dodds Invitational,2026-01-30
Triple Jump,m,3,"Mudzengerere, Theo",SR-4,Kentucky,16.71m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Triple Jump,m,4,"Prabhu, Selva",SO-2,Kansas State,16.63m,False,K-State DeLoss Dodds Invitational,2026-01-30
Triple Jump,m,5,"Daniel, Kelsey",SR-4,Texas,16.51m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Triple Jump,f,1,"Foreman, Shantae",SR-4,Clemson,14.17m,False,Orange & Purple Invite,2026-01-22
Triple Jump,f,2,"Lasmane, Ruta",SR-4,Texas Tech,13.79m,False,Big 12 Championships,2026-02-27
Triple Jump,f,3,"Washington, Tamiah",JR-3,Texas Tech,13.62m,False,Big 12 Championships,2026-02-27
Triple Jump,f,3,"Phipps, Rhianna",SR-4,Nebraska,13.62m,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Triple Jump,f,5,"Wamokpego, Daniela",JR-3,Kansas State,13.59m,False,Tyson Invitational,2026-02-13
Shot Put,m,1,"Robinson-O'Hagan, Tarik",SR-4,Ole Miss,21.18m,False,Bob Pollock,2026-01-30
Shot Put,m,2,"Lawrence, Kobe",SO-2,Oregon,20.16m,False,Jarvis Scott Invitational,2026-02-13
Shot Put,m,3,"Van Daalan, Jarno",FR-1,Florida,20.14m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Shot Put,m,4,"McCloyen, Roury",JR-3,Miss State,20.11m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Shot Put,m,5,"Peterson, Quentin",SR-4,Gardner-Webb,20.10m,False,2026 Big South Indoor Track & Field Championships,2026-02-27
Shot Put,f,1,"Johansson, Axelina",SR-4,Nebraska,19.72m,False,Husker Holiday Open,2025-12-12
Shot Put,f,2,"Hague, Megan",SR-4,Auburn,18.89m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Shot Put,f,3,"Odeluga, Akaoma",JR-3,Ole Miss,18.69m,False,2026 SEC Indoor Track and Field Championships,2026-02-26
Shot Put,f,4,"Oji, Jessica",FR-1,Penn,18.50m,False,Ivy League Heptagonal Indoor Track and Field Championships,2026-02-28
Shot Put,f,5,"De Klerk, Mine",SR-4,Nebraska,18.48m,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Weight Throw,m,1,"Johnson, Ryan",JR-3,Iowa,25.66m,False,2026 Big Ten Indoor Track and Field Championships,2026-02-26
Weight Throw,m,2,"Tanner, Texas",SR-4,Air Force,24.18m,False,Wyoming Power Meet 25,2025-12-06
Weight Throw,m,3,"Nubbe, Jeremiah",SR-4,Virginia,23.80m,False,Doc Hale Invitational,2026-02-06
