event,gender,place,athlete,year,team,result,converted,meet,meet_date
100 Meters,m,1,"Coleman, Christian",JR-3,Tennessee,9.93,False,SEC Relays,2017-04-28
100 Meters,m,2,"Carnes, Brandon",SR-4,Northern Iowa,9.97,False,2017 MVC Outdoor Track and Field Championships,2017-05-12
100 Meters,m,2,"Crawford, Lawrence",SO-2,Miss State,9.97,False,SEC Relays,2017-04-28
100 Meters,m,4,"Skeen, Odean",JR-3,Auburn,9.98,False,War Eagle Invititaional,2017-04-21
100 Meters,m,5,"Belcher, Christopher",SR-4,N. Carolina A&T,9.99,False,2017 Aggie Invitational,2017-04-14
100 Meters,m,5,"Williams, Kendal",SO-2,Georgia,9.99,False,2017 90th Clyde Littlefield Texas Relays,2017-03-29
100 Meters,m,5,"Mitchell-Blake, Nethaneel",SR-4,LSU,9.99,False,SEC Outdoor Track & Field Championships,2017-05-11
100 Meters,f,1,"Hobbs, Aleia",JR-3,LSU,10.85,False,SEC Relays,2017-04-28
100 Meters,f,2,"Smith-Barnett, Destiny",JR-3,UNLV,10.97,True,Mountain West Outdoor Track & Field Championships,2017-05-10
100 Meters,f,3,"Stevens, Deajah",JR-3,Oregon,11.00,False,Mt. SAC Relays,2017-04-13
100 Meters,f,4,"Carter , Destiny",SR-4,Kentucky,11.05,False,SEC Relays,2017-04-28
100 Meters,f,5,"Washington, Ariana",SO-2,Oregon,11.06,False,Mt. SAC Relays,2017-04-13
200 Meters,m,1,"Hall, Elijah",JR-3,Houston,19.96,False,The American Outdoor Track & Field Championships,2017-05-12
200 Meters,m,2,"Coleman, Christian",JR-3,Tennessee,19.98,False,SEC Outdoor Track & Field Championships,2017-05-11
200 Meters,m,2,"Richards, Jereem",JR-3,Alabama,19.98,False,SEC Outdoor Track & Field Championships,2017-05-11
200 Meters,m,4,"Willis, Maxwell",FR-1,Baylor,20.07,False,Big 12 Outdoor Track & Field Championships,2017-05-12
200 Meters,m,5,"Mitchell-Blake, Nethaneel",SR-4,LSU,20.09,False,SEC Outdoor Track & Field Championships,2017-05-11
200 Meters,f,1,"Stevens, Deajah",JR-3,Oregon,22.09,False,Pac-12 Championships,2017-05-13
200 Meters,f,2,"Brown, Brittany",JR-3,Iowa,22.30,False,Big Ten Outdoor Championships,2017-05-12
200 Meters,f,3,"Hill, Deanna",JR-3,USC,22.41,False,Pac-12 Championships,2017-05-13
200 Meters,f,4,"Jefferson, Kyra",SR-4,Florida,22.43,False,SEC Outdoor Track & Field Championships,2017-05-11
