event,gender,place,athlete,year,team,result,converted,meet,meet_date
60 Meters,m,1,"Jones, Terrence",FR-1,Texas Tech,6.47,True,Corky Classic,2022-01-14
60 Meters,m,2,"Williams, Micah",FR-1,Oregon,6.48,False,Cougar Classic Invitational,2022-01-14
60 Meters,m,3,"Ashe, Favour",FR-1,Tennessee,6.52,False,Tyson Invitational,2022-02-11
60 Meters,m,4,"Swint, Don'dre",JR-3,Florida State,6.53,False,Clemson Invitational,2022-01-14
60 Meters,m,5,"Brathwaite, Rikkoi",JR-3,Indiana,6.54,False,2021 Hoosier Open,2021-12-10
60 Meters,f,1,"Armstrong, Alia",SO-2,LSU,7.11,False,SEC Indoor Championships,2022-02-25
60 Meters,f,2,"Stark, Grace",SO-2,Florida,7.12,False,Bob Pollock Invitational,2022-01-28
60 Meters,f,2,"Alfred, Julien",JR-3,Texas,7.12,True,Red Raider Open,2022-01-21
60 Meters,f,2,"Steiner, Abby",JR-3,Kentucky,7.12,False,Tiger Paw Invite,2022-02-11
60 Meters,f,5,"Nelson, Kemba",SR-4,Oregon,7.15,False,2022 Pac-12 Invitational,2022-02-25
60 Meters,f,5,"Mays, Jadyn",FR-1,Oregon,7.15,False,2022 Pac-12 Invitational,2022-02-25
200 Meters,m,1,"Boling, Matthew",SO-2,Georgia,20.27,False,Razorback Invitational,2022-01-28
200 Meters,m,2,"Lang, Lance",SO-2,Kentucky,20.32,False,SEC Indoor Championships,2022-02-25
200 Meters,m,3,"Harding, Javonte",SO-2,N. Carolina A&T,20.33,False,Bob Pollock Invitational,2022-01-28
200 Meters,m,4,"Lightner , Kennedy",SO-2,Kentucky,20.45,False,Tiger Paw Invite,2022-02-11
200 Meters,m,5,"Ross, Randolph",JR-3,N. Carolina A&T,20.57,False,Bob Pollock Invitational,2022-01-28
200 Meters,f,1,"Steiner, Abby",JR-3,Kentucky,22.09,False,SEC Indoor Championships,2022-02-25
200 Meters,f,2,"Battle, Anavia",SR-4,Ohio State,22.39,False,Big Ten Indoor Track & Field Championships,2022-02-25
200 Meters,f,3,"Ofili, Favour",SO-2,LSU,22.46,False,SEC Indoor Championships,2022-02-25
200 Meters,f,4,"Diggs, Talitha",FR-1,Florida,22.75,False,Tyson Invitational,2022-02-11
200 Meters,f,5,"Davis, Karimah",JR-3,Kentucky,22.79,False,SEC Indoor Championships,2022-02-25
400 Meters,m,1,"Ross, Randolph",JR-3,N. Carolina A&T,44.83,False,Tiger Paw Invite,2022-02-11
400 Meters,m,2,"Allison, Champion",SR-4,Florida,45.04,False,SEC Indoor Championships,2022-02-25
400 Meters,m,3,"Johnson, Tyler",SR-4,Ohio State,45.31,False,Big Ten Indoor Track & Field Championships,2022-02-25
400 Meters,m,4,"Godwin, Elija",JR-3,Georgia,45.38,False,Tiger Paw Invite,2022-02-11
400 Meters,m,5,"Mckiver, Jenoah",FR-1,Iowa,45.39,False,Tyson Invitational,2022-02-11
400 Meters,f,1,"Holmes, Alexis",JR-3,Kentucky,50.77,False,SEC Indoor Championships,2022-02-25
400 Meters,f,2,"Wilson, Britton",FR-1,Arkansas,50.88,False,SEC Indoor Championships,2022-02-25
400 Meters,f,3,"Diggs, Talitha",FR-1,Florida,51.25,False,SEC Indoor Championships,2022-02-25
400 Meters,f,4,"Young, Charokee",SO-2,Texas A&M,51.28,False,SEC Indoor Championships,2022-02-25
400 Meters,f,5,"Davis , Stephanie",SR-4,South Carolina,51.29,False,SEC Indoor Championships,2022-02-25
800 Meters,m,1,"Miller, Brandon",SO-2,Texas A&M,1:45.24,False,SEC Indoor Championships,2022-02-25
800 Meters,m,2,"Zahafi, Moad",SR-4,Texas Tech,1:45.99,True,TexasTech Shootout,2022-02-11
800 Meters,m,3,"Rivera, John",SR-4,Ole Miss,1:46.82,False,SEC Indoor Championships,2022-02-25
800 Meters,m,4,"Jones, Jonathan",JR-3,Texas,1:46.93,False,Tiger Paw Invite,2022-02-11
800 Meters,m,5,"Taylor, Kieran",SR-4,Arkansas,1:47.12,False,Tyson Invitational,2022-02-11
800 Meters,f,1,"Butler, Lindsey",JR-3,Virginia Tech,2:01.23,False,ACC Indoor Track & Field Championships,2022-02-24
800 Meters,f,2,"Maloney, Shafiqua",SR-4,Arkansas,2:01.74,False,Tyson Invitational,2022-02-11
800 Meters,f,3,"Johnson, Allison",FR-1,Penn State,2:02.84,False,Music City Challenge,2022-02-11
800 Meters,f,4,"McDonald, Katy-Ann",JR-3,LSU,2:02.85,False,SEC Indoor Championships,2022-02-25
800 Meters,f,5,"Hendrick, Sarah",JR-3,Kennesaw State,2:02.87,False,Music City Challenge,2022-02-11
Mile,m,1,"Beadlescomb, Morgan",SR-4,Michigan State,3:52.03,False,The Badgers Windy City Invite,2022-02-11
Mile,m,2,"Garcia Romo, Mario",JR-3,Ole Miss,3:53.36,False,Music City Challenge,2022-02-11
Mile,m,3,"Young, Nico",FR-1,Northern Arizona,3:54.07,True,Lumberjack Team Challenge,2022-01-21
Mile,m,4,"Kipsang, Eliud",FR-1,Alabama,3:54.36,False,Music City Challenge,2022-02-11
Mile,m,5,"Nuguse, Yared",SR-4,Notre Dame,3:54.46,False,Notre Dame Invitational,2022-01-22
Mile,f,1,"Mackay, Emily",SR-4,Binghamton,4:30.94,False,2022 Boston University David Hemery Valentine Invitational,2022-02-11
Mile,f,2,"Heymach, Julia",SR-4,Stanford,4:31.35,False,2022 Boston University David Hemery Valentine Invitational,2022-02-11
Mile,f,3,"Camarena, Katie",SR-4,Portland State,4:32.27,False,2022 Husky Classic,2022-02-11
Mile,f,4,"Gibson, Anna",JR-3,Washington,4:32.34,False,2022 Husky Classic,2022-02-11
Mile,f,5,"Chepkemei, Eusila",SR-4,Mid. Tenn. State,4:32.39,False,2022 Boston University Last Chance Meet,2022-02-27
3000 Meters,m,1,"Nuguse, Yared",SR-4,Notre Dame,7:38.13,False,2022 Boston University David Hemery Valentine Invitational,2022-02-11
3000 Meters,m,2,"Nur, Abdihamid",SO-2,Northern Arizona,7:40.66,False,2022 Husky Classic,2022-02-11
3000 Meters,m,3,"Young, Nico",FR-1,Northern Arizona,7:41.97,True,Big Sky Indoor Track and Field Championships,2022-02-24
3000 Meters,m,4,"Kemboi, Amon",SR-4,Arkansas,7:42.29,False,Arkansas Qualifier,2022-02-18
3000 Meters,m,5,"Herrera, Eduardo",SR-4,Colorado,7:42.67,False,2022 Husky Classic,2022-02-11
3000 Meters,f,1,"Ryan, Lauren",JR-3,Florida State,8:47.88,False,2022 Boston University David Hemery Valentine Invitational,2022-02-11
3000 Meters,f,2,"Wayment, Courtney",SR-4,BYU,8:50.05,False,114th Millrose Games,2022-01-29
3000 Meters,f,3,"McCabe, Ceili",FR-1,West Virginia,8:52.52,False,2021 BU Sharon Colyear-Danville Season Opener,2021-12-04
3000 Meters,f,4,"Chelangat, Mercy",JR-3,Alabama,8:53.16,False,2022 Boston University David Hemery Valentine Invitational,2022-02-11
3000 Meters,f,5,"Gregory, Lauren",JR-3,Arkansas,8:53.77,False,2022 Husky Classic,2022-02-11
