event,gender,place,athlete,year,team,result,converted,meet,meet_date
60 Meters,m,1,"Jones, Terrence",JR-3,Texas Tech,6.49,True,Jarvis Scott Open,2024-02-09
60 Meters,m,2,"Walker, Kalen",JR-3,Iowa,6.51,False,Big Ten Indoor Championships,2024-02-23
60 Meters,m,2,"Swint, Don'dre",SR-4,Texas Tech,6.51,True,Jarvis Scott Open,2024-02-09
60 Meters,m,4,"Williams, Travis",JR-3,USC,6.52,False,2024 Ken Shannon Last Chance,2024-02-23
60 Meters,m,5,"Ashe, Favour",JR-3,Auburn,6.53,False,Harvey Glance Tide and Tigers Dual,2024-01-11
60 Meters,f,1,"Lyston, Brianna",SO-2,LSU,7.07,False,Razorback Invitaitonal,2024-01-26
60 Meters,f,2,"Sears, Jacious",SR-4,Tennessee,7.10,False,Ted Nelson Invite,2024-01-20
60 Meters,f,3,"Mays, Jadyn",JR-3,Oregon,7.11,False,2024 Ken Shannon Last Chance,2024-02-23
60 Meters,f,4,"Chukwuma, Rosemary",SR-4,Texas Tech,7.12,True,Jarvis Scott Open,2024-02-09
60 Meters,f,5,"Jackson, Kaila",SO-2,Georgia,7.15,False,SEC Indoor Championships,2024-02-23
200 Meters,m,1,"Jones, Terrence",JR-3,Texas Tech,20.28,True,Big 12 Indoor Track & Field Championships,2024-02-23
200 Meters,m,2,"McCoy, Wanya",SO-2,Florida,20.29,False,SEC Indoor Championships,2024-02-23
200 Meters,m,3,"Gregory, Robert",SR-4,Florida,20.31,False,SEC Indoor Championships,2024-02-23
200 Meters,m,4,"Miller, Cameron",JR-3,Purdue,20.40,False,Simmons-Harvey,2024-01-20
200 Meters,m,5,"Orogot, Tarsis",JR-3,Alabama,20.41,True,New Mexico Collegiate Classic,2024-02-02
200 Meters,f,1,"Ford, JaMeesia",FR-1,South Carolina,22.36,False,SEC Indoor Championships,2024-02-23
200 Meters,f,2,"Effiong, Rosey",SR-4,Arkansas,22.51,False,SEC Indoor Championships,2024-02-23
200 Meters,f,3,"Long, McKenzie",SR-4,Ole Miss,22.60,False,SEC Indoor Championships,2024-02-23
200 Meters,f,3,"Anning, Amber",SR-4,Arkansas,22.60,False,Razorback Invitaitonal,2024-01-26
200 Meters,f,5,"Pryce, Nickisha",JR-3,Arkansas,22.62,False,SEC Indoor Championships,2024-02-23
400 Meters,m,1,"Morales Williams, Christopher",SO-2,Georgia,44.49,False,SEC Indoor Championships,2024-02-23
400 Meters,m,2,"McRae, Khaleb",SR-4,Alabama,45.13,True,New Mexico Collegiate Classic,2024-02-02
400 Meters,m,3,"Jones, William",SO-2,USC,45.24,False,Razorback Invitaitonal,2024-01-26
400 Meters,m,4,"Omalla, Eugene",SR-4,Kansas State,45.29,True,Big 12 Indoor Track & Field Championships,2024-02-23
400 Meters,m,5,"Robinson , Justin",JR-3,Arizona State,45.30,False,Tyson Invitational,2024-02-09
400 Meters,f,1,"Anning, Amber",SR-4,Arkansas,50.43,False,SEC Indoor Championships,2024-02-23
400 Meters,f,2,"Pryce, Nickisha",JR-3,Arkansas,50.83,False,SEC Indoor Championships,2024-02-23
