event,gender,place,athlete,year,team,result,converted,meet,meet_date
100 Meters,m,1,"Baker, Ronnie",SR-4,TCU,9.95,False,TCU Invitational,2016-03-17
100 Meters,m,2,"Hester, Tevin",SR-4,Clemson,9.99,False,2016 Nike Clyde Littlefield Texas Relays,2016-03-30
100 Meters,m,3,"Belcher, Christopher",JR-3,N. Carolina A&T,10.07,False,MEAC Outdoor Track & Field Championships,2016-05-05
100 Meters,m,4,"Givans, Senoj-Jay",JR-3,Texas,10.08,False,2016 Nike Clyde Littlefield Texas Relays,2016-03-30
100 Meters,m,5,"Mitchell-Blake, Nethaneel",JR-3,LSU,10.09,False,Texas Invitational,2016-04-16
100 Meters,f,1,"Akinosun, Morolake",SR-4,Texas,10.97,False,LSU Alumni Gold,2016-04-23
100 Meters,f,2,"Cunliffe, Hannah",SO-2,Oregon,10.99,False,Mt. SAC Relays,2016-04-14
100 Meters,f,3,"Henderson, Ashley",SO-2,San Diego St.,11.01,False,Mountain West Championships,2016-05-11
100 Meters,f,4,"Carter , Destiny",JR-3,Kentucky,11.11,False,LSU Invitational,2016-04-30
100 Meters,f,5,"Gray, Kianna",FR-1,Kentucky,11.12,False,LSU Invitational,2016-04-30
200 Meters,m,1,"Mitchell-Blake, Nethaneel",JR-3,LSU,19.95,False,SEC Championships,2016-05-12
200 Meters,m,2,"Hester, Tevin",SR-4,Clemson,20.13,False,ACC Championships,2016-05-13
200 Meters,m,3,"Howell, Renard",JR-3,LSU,20.15,False,SEC Championships,2016-05-12
200 Meters,m,4,"Ali, Ahmed",SR-4,Alabama,20.16,False,Florida Relays,2016-03-31
200 Meters,m,5,"Hall, Arman",SR-4,Florida,20.33,False,SEC Championships,2016-05-12
200 Meters,f,1,"Brown, Felicia",SR-4,Tennessee,22.19,False,SEC Championships,2016-05-12
200 Meters,f,2,"Carter , Destiny",JR-3,Kentucky,22.41,False,SEC Championships,2016-05-12
200 Meters,f,3,"Henderson, Ashley",SO-2,San Diego St.,22.44,False,Mountain West Championships,2016-05-11
