event,gender,place,athlete,year,team,result,converted,meet,meet_date
100 Meters,m,1,"Walker, Justin",SR-4,Northwestern St.,9.95,False,Southland Conference Track & Field Championship,2014-05-09
100 Meters,m,2,"Bromell, Trayvon",FR-1,Baylor,10.01,False,2014 Clyde Littlefield Texas Relays,2014-03-26
100 Meters,m,2,"Batson, Diondre",SR-4,Alabama,10.01,False,Alabama vs. Mississippi Border Clash,2014-04-11
100 Meters,m,4,"Locke, Dentarius",SR-4,Florida State,10.06,False,FSU Twilight,2014-05-09
100 Meters,m,5,"Vaughn, Clayton",JR-3,Texas-Arlington,10.08,False,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09
100 Meters,f,1,"Bryant, Dezerea",JR-3,Kentucky,10.96,False,Longhorn Invitational,2014-05-03
100 Meters,f,2,"Akinosun, Morolake",SO-2,Texas,10.99,True,Big 12 Outdoor Track and Field Championships,2014-05-16
100 Meters,f,3,"Ekpone, Olivia",JR-3,Texas A&M,11.11,False,SEC Outdoor Championship,2014-05-15
100 Meters,f,3,"Prandini, Jenna",SO-2,Oregon,11.11,False,Mt. SAC Relays,2014-04-17
100 Meters,f,5,"Burchell, Remona",JR-3,Alabama,11.12,False,SEC Outdoor Championship,2014-05-15
200 Meters,m,1,"Dukes, Dedric",JR-3,Florida,19.97,False,Florida Relays,2014-04-03
200 Meters,m,2,"Hardy, Jr., Prezel",SR-4,Texas A&M,20.14,False,LSU Alumni Gold,2014-04-19
200 Meters,m,2,"Ernest, Aaron",JR-3,LSU,20.14,False,LSU Invitational,2014-05-03
200 Meters,m,4,"Bailey, Elvyonn",SR-4,Western Kentucky,20.15,False,Sun Belt Conference Outdoor Track and Field Championships,2014-05-09
200 Meters,m,5,"Nkanata, Carvin",SR-4,Pittsburgh,20.17,False,Tennessee Relays,2014-04-10
200 Meters,f,1,"Ekpone, Olivia",JR-3,Texas A&M,22.23,False,SEC Outdoor Championship,2014-05-15
200 Meters,f,2,"Prandini, Jenna",SO-2,Oregon,22.60,False,Pac-12 Outdoor Track and Field Championships,2014-05-17
200 Meters,f,3,"Bryant, Dezerea",JR-3,Kentucky,22.68,False,SEC Outdoor Championship,2014-05-15
200 Meters,f,4,"Spencer, Ashley",JR-3,Texas,22.69,False,Longhorn Invitational,2014-05-03
200 Meters,f,5,"Jefferson, Kyra",SO-2,Florida,22.78,False,Florida Relays,2014-04-03
400 Meters,m,1,"Lendore, Deon",JR-3,Texas A&M,44.36,False,SEC Outdoor Championship,2014-05-15
400 Meters,m,2,"Berry, Mike",SR-4,Oregon,45.05,False,Pac-12 Outdoor Track and Field Championships,2014-05-17
400 Meters,m,3,"Norwood, Vernon",JR-3,LSU,45.17,False,SEC Outdoor Championship,2014-05-15
400 Meters,m,4,"Hall, Arman",SO-2,Florida,45.19,False,Florida Relays,2014-04-03
400 Meters,m,5,"Spratling, Brycen",SR-4,Pittsburgh,45.22,False,Virginia Challenge,2014-05-09
400 Meters,f,1,"Okolo, Courtney",SO-2,Texas,50.14,True,Big 12 Outdoor Track and Field Championships,2014-05-16
400 Meters,f,2,"Baisden, Kendall",FR-1,Texas,50.57,True,Big 12 Outdoor Track and Field Championships,2014-05-16
400 Meters,f,3,"Little, Shamier",FR-1,Texas A&M,51.06,False,SEC Outdoor Championship,2014-05-15
400 Meters,f,4,"Nelson, Briana",SR-4,Texas,51.33,True,Big 12 Outdoor Track and Field Championships,2014-05-16
400 Meters,f,5,"Spencer, Ashley",JR-3,Texas,51.41,False,Longhorn Invitational,2014-05-03
800 Meters,m,1,"McBride, Brandon",SO-2,Miss State,1:45.35,False,Mt. SAC Relays,2014-04-17
800 Meters,m,2,"Rutto, Eliud",SO-2,Mid. Tenn. State,1:45.37,False,Payton Jordan Cardinal Invitational,2014-05-04
800 Meters,m,3,"Kemboi, Edward",JR-3,Iowa State,1:46.14,False,Mt. SAC Relays,2014-04-17
800 Meters,m,4,"Obinwa, Sean",SR-4,Florida,1:46.68,False,Florida Relays,2014-04-03
800 Meters,m,5,"Rono, Patrick",JR-3,Arkansas,1:46.99,False,Arkansas Twilight,2014-05-02
800 Meters,f,1,"Roesler, Laura",SR-4,Oregon,2:00.54,False,Mt. SAC Relays,2014-04-17
800 Meters,f,2,"Weissenbach, Amy",SO-2,Stanford,2:02.60,False,Payton Jordan Cardinal Invitational,2014-05-04
800 Meters,f,3,"Murphy, Samantha",SR-4,Oregon,2:02.61,False,Mt. SAC Relays,2014-04-17
800 Meters,f,4,"Camacho, Savannah",FR-1,Oklahoma State,2:02.84,False,Mt. SAC Relays,2014-04-17
800 Meters,f,5,"Houlihan, Shelby",JR-3,Arizona State,2:02.96,False,Mt. SAC Relays,2014-04-17
1500 Meters,m,1,"Lalang, Lawi",SR-4,Arizona,3:36.34,False,Pac-12 Outdoor Track and Field Championships,2014-05-17
1500 Meters,m,2,"Cheserek, Edward",FR-1,Oregon,3:36.50,False,Pac-12 Outdoor Track and Field Championships,2014-05-17
1500 Meters,m,3,"Kidder, Brannon",SO-2,Penn State,3:38.82,False,Payton Jordan Cardinal Invitational,2014-05-04
1500 Meters,m,4,"Rotich, Anthony",JR-3,UTEP,3:39.16,True,UTEP Invitational,2014-04-12
1500 Meters,m,5,"Fleet, Mac",SR-4,Oregon,3:40.00,False,Oregon Twilight,2014-05-09
1500 Meters,f,1,"Brown, Stephanie",SR-4,Arkansas,4:11.40,False,Mt. SAC Relays,2014-04-17
1500 Meters,f,2,"McGee, Cory",SR-4,Florida,4:12.50,False,Payton Jordan Cardinal Invitational,2014-05-04
1500 Meters,f,3,"Strausa, Agata",SR-4,Florida,4:12.54,False,Payton Jordan Cardinal Invitational,2014-05-04
1500 Meters,f,4,"Houlihan, Shelby",JR-3,Arizona State,4:13.56,False,35th Sun Angel Track Classic,2014-04-11
1500 Meters,f,5,"Scott, Dominique",SO-2,Arkansas,4:14.33,False,Payton Jordan Cardinal Invitational,2014-05-04
5000 Meters,m,1,"Kithuka, Kennedy",SR-4,Texas Tech,13:26.98,False,Mt. SAC Relays,2014-04-17
5000 Meters,m,2,"Erassa, Kirubel",JR-3,Oklahoma State,13:27.55,False,Payton Jordan Cardinal Invitational,2014-05-04
5000 Meters,m,3,"Ahmed, Mohammed",SR-4,Wisconsin,13:28.02,False,Payton Jordan Cardinal Invitational,2014-05-04
5000 Meters,m,4,"Dunbar, Trevor",SR-4,Oregon,13:32.38,False,Mt. SAC Relays,2014-04-17
5000 Meters,m,5,"Caldwell, Luke",SR-4,New Mexico,13:33.28,False,Mt. SAC Relays,2014-04-17
5000 Meters,f,1,"Cuffe, Aisling",JR-3,Stanford,15:11.13,False,Payton Jordan Cardinal Invitational,2014-05-04
5000 Meters,f,2,"Hall, Marielle",SR-4,Texas,15:19.26,False,Stanford Invitational,2014-04-04
5000 Meters,f,3,"Finn, Erin",FR-1,Michigan,15:26.08,False,Payton Jordan Cardinal Invitational,2014-05-04
5000 Meters,f,4,"Avery, Kate",SO-2,Iona,15:27.90,False,Stanford Invitational,2014-04-04
5000 Meters,f,5,"D'Agostino, Abbey",SR-4,Dartmouth,15:30.93,False,Mt. SAC Relays,2014-04-17
"10,000 Meters",m,1,"Kipchirchir, Shadrack",SR-4,Oklahoma State,27:36.79,False,Payton Jordan Cardinal Invitational,2014-05-04
"10,000 Meters",m,2,"Kithuka, Kennedy",SR-4,Texas Tech,27:41.73,False,Payton Jordan Cardinal Invitational,2014-05-04
"10,000 Meters",m,3,"Witt, Jason",JR-3,BYU,28:36.64,False,Stanford Invitational,2014-04-04
"10,000 Meters",m,4,"Ward, Jared",SR-4,BYU,28:37.36,False,Stanford Invitational,2014-04-04
"10,000 Meters",m,5,"Rutherford, Ryan",JR-3,Illinois State,28:41.23,False,Stanford Invitational,2014-04-04
"10,000 Meters",f,1,"Kirk, Elinor",SR-4,UAB,32:17.05,False,Stanford Invitational,2014-04-04
"10,000 Meters",f,2,"Bates, Emma",JR-3,Boise State,32:20.83,False,Payton Jordan Cardinal Invitational,2014-05-04
"10,000 Meters",f,3,"Bottorff, Juliet",SR-4,Duke,32:25.69,False,Payton Jordan Cardinal Invitational,2014-05-04
